Clc(cc1)cc(CCc2c3nccc2)c1C3=C1CCNCC1	binder2580-ACTIVE
Cc1ncoc1-c1nnc(SCCCN2CCc3nc4ccc(C(F)(F)F)cn4c3CC2)n1C	CHEMBL271511-ACTIVE
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccccc4)n2C)CC3)no1	CHEMBL243709-ACTIVE
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c2ccccc12	CHEMBL2208430-ACTIVE
Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)c3cc(S(C)(=O)=O)ccc23)CC1	CHEMBL2207276-ACTIVE
Cc1nc2ccccc2n1[C@@H]1C[C@@H]2CC[C@H](C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccccc2)CC1	CHEMBL1784384-ACTIVE
O=C(C1CCOC1)N1C[C@H]2[C@@H](CNc3nc(-c4ccccn4)cs3)[C@H]2C1	CHEMBL1209217-ACTIVE
CCCCCCC#Cc1cccc(C#CCCCCCC)[n+]1C	CHEMBL2325207-ACTIVE
CC(=O)N1CCc2nc(N3CCC(Oc4ccc(F)cc4F)CC3)c(N[C@@H]3CCOC3)nc2C1	CHEMBL4778540-ACTIVE
CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5ccccc5n4-c4ccc(F)cc4)cc3)CC2)c1	CHEMBL3218997-ACTIVE
CC(C)(C)CCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1	CHEMBL488468-ACTIVE
COc1ccc(-c2ccccc2N2CCN(C[C@@H](O)COc3ccc(-c4cn5ccccc5n4)cc3)CC2)cc1	CHEMBL4797980-ACTIVE
CC(C)S(=O)(=O)NCCN1CC2CN(C[C@H](O)COc3ccc(C#N)cc3)CC(C1)O2	CHEMBL3920203-ACTIVE
COc1ccc(CN2CCN(C(=O)/C=C/c3ccc(Cl)cc3Cn3nnc(C)n3)CC2)nc1	CHEMBL4779944-ACTIVE
NCCCCn1cc(-c2ccc3cc[nH]c3c2)c(C(F)(F)F)n1	CHEMBL4649237-ACTIVE
COc1cc([C@H](c2cc3cc(Br)ccc3nc2OC)[C@@](O)(CCN(C)C)c2cccc(F)c2)cnc1OC	CHEMBL4218132-ACTIVE
COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3F)C2)nc(C)c1F	CHEMBL3640290-ACTIVE
CN1CCC(CNc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1	CHEMBL3355541-ACTIVE
O=C(NC(c1ccncc1)c1ccc(Cl)cc1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1	CHEMBL3086037-ACTIVE
O=C(c1cccn2ccnc12)N1CCN(CCc2ccc(F)cc2F)CC1	CHEMBL1957816-ACTIVE
O=C(NC1CC1)c1ccc(OCC2CC2C2CCN(c3ncc(Cl)cn3)CC2)cc1F	CHEMBL1771097-ACTIVE
COc1cc(F)ccc1-c1cncc(CNCC2CC2)n1	CHEMBL1778865-ACTIVE
CC(=O)N1CCC(C(=O)N(CCCN2CCN(Cc3ccc(F)cc3)CC2)c2ccc(C)c(Cl)c2)CC1	CHEMBL2017374-ACTIVE
COCc1ccc2c3nc(N4CCC[C@@H](N)C4)n(Cc4ccccc4Cl)c3c(=O)n(C)c2c1	CHEMBL2147194-ACTIVE
CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12	CHEMBL4459971-ACTIVE
NCCCCN(Cc1nccc2c3ccccc3n(CC(N)=O)c12)[C@H]1CCCc2cccnc21	CHEMBL3972873-ACTIVE
Cc1c([C@@H](O)CN2CCC3(CC2)CC(=O)N(c2ccc(C#N)cn2)C3)ccc2c1COC2=O	CHEMBL3622104-ACTIVE
CCC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3ccc(C(F)(F)F)cc23)C1=O	CHEMBL3577945-ACTIVE
Cc1cc(N2CC[C@@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(F)ccc1C	CHEMBL2403549-ACTIVE
CN(C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccc(F)cc3)cc1)C2	CHEMBL216821-ACTIVE
CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1cn3ccccc3n1)c(=O)n2C	CHEMBL1951610-ACTIVE
CC(C)(C)CCN1CCC(CNC(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1	CHEMBL493678-ACTIVE
O=C1N(CCCCC2CCc3cc(-c4ccc(Cl)cc4)ccc3O2)CCN1c1ccncc1	CHEMBL4216835-ACTIVE
CN1C[C@H]2C[C@@H](N(Cc3ccc(F)c(C(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1	CHEMBL603695-ACTIVE
CCN(CC)CCOc1cc(-c2nc(SC)nc3[nH]cc(C#N)c23)c(Cl)cc1Cl	CHEMBL2158626-ACTIVE
C[C@@H](N[C@@H]1CCCc2c1[nH]c1ccc(Br)cc21)c1ccccc1	CHEMBL508368-ACTIVE
Cc1cc(NC2Cc3cc(F)c(F)cc3C2)n2nc(C(C)(F)F)nc2n1	CHEMBL4794107-ACTIVE
CN1CCCC1CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(Br)cc2)cc1	CHEMBL4790844-ACTIVE
CN(C)Cc1ccc(-n2cc(-c3ccc4cc[nH]c4c3)c3c(Cl)ccnc32)cc1	CHEMBL4645343-ACTIVE
Clc1ccc(CCCOCCCN2CCCCC2)cc1	CHEMBL462605-ACTIVE
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1	CHEMBL1683074-ACTIVE
C[C@@H](c1cscn1)c1c(CCN(C)C)sc2ccccc12	CHEMBL1091782-ACTIVE
CCOc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)cc(OCC)c1-c1ccc(F)cc1	CHEMBL1210207-ACTIVE
COCCN(C)CCn1c(C#N)c(-c2cccc(F)c2)c2cc(OC)ccc2c1=O	CHEMBL215050-ACTIVE
c1ccc(CCc2cccc(CCc3ccccc3)n2)cc1	CHEMBL2324250-ACTIVE
COc1cc(/C=C2\CCCN3C2=NO[C@H](c2cc(F)c(F)c(F)c2)[C@@H]3C)ccc1-n1cnc(C)c1	CHEMBL4634921-ACTIVE
Nc1ccc(-c2cccs2)cc1N	CHEMBL495702-ACTIVE
N[C@@H](C(=O)N1CC(CNc2ccc(F)cc2)C2(C1)CN(c1cc(F)cc(F)c1)C2)c1ccc(O)cc1	CHEMBL4756352-ACTIVE
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(c3ccc(B(O)O)c(Cl)c3)S(C)(=O)=O)c(C3CC3)cc12	CHEMBL4528447-ACTIVE
CC(C)Cc1ccc2ncccc2c1NS(=O)(=O)c1ccc(CCCO[C@H]2C[C@@H]3CC[C@H](C2)N3C)cc1	CHEMBL4237244-ACTIVE
CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(C(F)(F)F)n3)c2)c2cnccc21	CHEMBL3955023-ACTIVE
CC(C)c1noc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1	CHEMBL3608683-ACTIVE
CC(C)N(C)[C@@H]1CC[C@H](NC(=O)CNC(=O)c2cccc(C(F)(F)F)c2)[C@H](CCc2ccccc2)C1	CHEMBL3577940-ACTIVE
C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1	CHEMBL351231-ACTIVE
COC[C@H](N)CNc1cnc(C(N)=O)c(Nc2cc(C)cc(C)n2)c1	CHEMBL3415588-ACTIVE
CC[C@@]1(c2cccc(NS(C)(=O)=O)c2)[C@H]2CN(CC3(O)Cc4ccccc4C3)C[C@H]21	CHEMBL3219616-ACTIVE
CC(C)(C)NC(=O)NCCN1CCN(CC(=O)Nc2cc(Cl)cc(Cl)c2)CC1	CHEMBL2338405-ACTIVE
c1cc(-c2cnc3c(c2)C[C@@]2(CN4CCC2CC4)O3)co1	CHEMBL2151438-ACTIVE
COc1cc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)ccc1C#N	CHEMBL2146876-ACTIVE
Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1	CHEMBL1956285-ACTIVE
COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCC[C@H](N)C4)n3CC=C(C)C)n(C)c2=O)c1	CHEMBL1951598-ACTIVE
Cc1onc(-c2ccc(Cl)cc2)c1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1	CHEMBL1085396-ACTIVE
O=C1N(CCN2[C@H]3CCC[C@@H]2CC3)CCN1c1cccc(Cl)c1	CHEMBL563580-ACTIVE
Cc1cccc(N2CCN(CCN(C)C[C@]34CC[C@H](CC3)C4(C)C)C2=O)c1	CHEMBL560270-ACTIVE
CN(CCN1CCN(c2cccc(Cl)c2)C1=O)Cc1cc2ccccc2s1	CHEMBL554738-ACTIVE
CC1CCN(CCN2CCN(c3cccc(Cl)c3)C2=O)CC1	CHEMBL551914-ACTIVE
CCCCNc1nccc2[nH]c3ccccc3c12	CHEMBL497171-ACTIVE
COCCNCCC(=O)N[C@H]1c2ccccc2C[C@@H]1NC(=O)c1cc2ccccc2n1C	CHEMBL4175534-ACTIVE
Cc1ccc(-c2nnc(SCCCN3CCc4ccc5oc(C(F)(F)F)nc5c4CC3)n2C)cn1	CHEMBL404404-ACTIVE
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	CHEMBL2-ACTIVE
Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)cc5)C4)n3C)cccc2n1	CHEMBL1080117-ACTIVE
Fc1cc(C(Oc2ccccc2)C2CNC2)ccc1Cl	CHEMBL2171419-ACTIVE
O=C(NCc1ccc(Cl)cc1O)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1	CHEMBL558442-ACTIVE
CC(C)c1cc(C(=O)NC[C@H]2CCN(CCc3ccc(Cl)c(F)c3)C2)on1	CHEMBL4454058-ACTIVE
C[C@@H]1CCCN1CCc1ccc2nc(-c3csc(-c4ccc(OCC(F)(F)F)nc4)n3)ccc2c1	CHEMBL1084879-ACTIVE
Nc1ccc(-c2ccsc2)cc1N	CHEMBL473485-ACTIVE
CC(C)(O)c1cccc(-c2ccc3nc(-c4ccc(Cl)cc4)cn3c2)c1	CHEMBL4564985-ACTIVE
COc1ccc(-c2ccc3ncnc(N4CCC[C@H](C(=O)N5CCN(C)CC5)C4)c3c2)cn1	CHEMBL4454454-ACTIVE
CC1(C)CC(Nc2ccc(-c3ccc4ccccc4c3)nn2)CC(C)(C)N1	CHEMBL4285798-ACTIVE
C[C@@H]1Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c2CN1c1ccnc2[nH]ccc12	CHEMBL3355072-ACTIVE
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3nc(C)sc32)cc1	CHEMBL2380450-ACTIVE
COc1cccc(CN2CCC(C#N)(CNC(=O)c3cc(OC)cc(OC)c3)CC2)c1	CHEMBL1836147-ACTIVE
CC(=O)N[C@@H](CCN1[C@H]2CC[C@@H]1C[C@H](n1c(C)nc3ccccc31)C2)c1ccccc1	CHEMBL1649913-ACTIVE
O=C(/C=C/c1ccc(CNCCc2c(-c3ccccc3)[nH]c3ccccc23)cc1)NO	CHEMBL1819255-ACTIVE
Fc1cccc(OC(CC2CNC2)c2ccc(Cl)c(F)c2)c1	CHEMBL3310485-ACTIVE
CC(C)CN(C(=O)c1ccccc1-c1ccccc1)[C@H]1CCNC1	CHEMBL564071-ACTIVE
CC(C)Cc1cc(CNC(=O)C2C3CN(Cc4ccccc4)CC32)nn1-c1ccccc1	CHEMBL4560282-ACTIVE
CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1	CHEMBL123558-ACTIVE
CCC(C)c1ccc(OCCOc2ccc(Cl)cc2CNn2cnnc2)cc1	CHEMBL4547348-ACTIVE
C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12	CHEMBL564144-ACTIVE
Cc1cc(NC2CCc3cc(Cl)ccc3C2)n2nc(C(C)(F)F)nc2n1	CHEMBL4761666-ACTIVE
Cc1cc(N2C[C@@H]3CC[C@H](C2)[C@H]3Nc2nc3n(n2)CCCC[C@H]3c2ccc(F)c(F)c2F)ncn1	CHEMBL4644426-ACTIVE
CCOc1ccc2cc(-c3nn(CC4CN(C)C4)c4ncnc(N)c34)ccc2c1	CHEMBL4558606-ACTIVE
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C	CHEMBL4483575-ACTIVE
COc1ccccc1CNC[C@H]1C[C@@H]1c1cc(F)ccc1OC	CHEMBL4072722-ACTIVE
CS(=O)(=O)c1ccc(-c2cnn3ccc(-c4cccc(S(=O)(=O)C5CC5)c4)cc23)cc1	CHEMBL3628220-ACTIVE
C[C@@H]1c2nnc(-c3csc(-c4ccc(F)cc4F)n3)n2CCN1C(=O)c1ccc(-c2cccs2)cc1	CHEMBL3422009-ACTIVE
CS(=O)(=O)c1ccc(-n2cc(Cl)c(OC3CCN(c4ncc(Cl)cn4)CC3)cc2=O)c(F)c1	CHEMBL3338194-ACTIVE
N#Cc1ccc2[nH]c(C3CCN(CCn4c(=O)ccc5ncc(Oc6cccnc6)cc54)CC3)nc2c1	CHEMBL3318999-ACTIVE
COc1cnc2ccc(=O)n(CCN3CCC(c4nc5cc(Cl)c(C)cc5[nH]4)CC3)c2c1	CHEMBL3318992-ACTIVE
CC(C)(O)c1ccc(-c2cc(C(N)=O)c(Nc3cccc(CN4CCOCC4)n3)s2)cc1	CHEMBL3234873-ACTIVE
Cc1cc(-n2cnnn2)ccc1CC(=O)N1CCN(CCc2ccc3c(c2)COC3=O)CC1	CHEMBL2441414-ACTIVE
O=C(NC1CCCCC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21	CHEMBL1668238-ACTIVE
CCc1nn(CCOCC(F)(F)F)c2c(Nc3ccncn3)nc(N3CCN[C@H](C)C3)nc12	CHEMBL1095121-ACTIVE
COc1cc(-c2cn(CC(=O)N(C3CCCCC3)C3CCCCC3)nn2)ccc1-n1cnc(C)c1	CHEMBL2017417-ACTIVE
COC(=O)C(CCCN1CCN(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C	CHEMBL513338-ACTIVE
CN1CCC(c2nc(-c3ccc(F)c(NS(C)(=O)=O)c3)c(-c3ccnc(NCC4CC4)n3)s2)CC1	CHEMBL4286841-ACTIVE
COc1nc2ccccc2cc1-c1cnc([C@H](CCCCNC(=O)c2ccccc2SC)NC(=O)c2cncs2)[nH]1	CHEMBL4744636-ACTIVE
O=C(CNc1ccccc1C(F)(F)F)N1CCCN(Cc2nc3ccccc3[nH]2)CC1	CHEMBL1098851-ACTIVE
CCCCNc1nc(N)nc2c1CN(C(=O)c1csc(C)n1)CC2	CHEMBL4285364-ACTIVE
COc1ccc2nc(NC3=NC[C@@]4(CN5CCC4CC5)O3)sc2c1	CHEMBL3944506-ACTIVE
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)C[C@H]3CC[C@H](N(C)C)CC3)cc1)[C@H]2c1ccc(Cl)cc1	CHEMBL3601322-ACTIVE
Cc1oc(-c2ccc(Cl)cc2)nc1CCOc1cccc(C[C@@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]2C(=O)O)c1	CHEMBL272336-ACTIVE
O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(CCc2ccc3nonc3c2)CC1	CHEMBL2441436-ACTIVE
O=C1OCc2cc(CC(=O)N3CCN(CCc4ccc([N+](=O)[O-])cc4)CC3)ccc21	CHEMBL2441431-ACTIVE
CCOc1cc(CN2CCC(NC(=O)c3cccc(S(C)(=O)=O)c3)CC2)ccc1Cl	CHEMBL241330-ACTIVE
CCn1cc([C@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O	CHEMBL2177305-ACTIVE
Cc1nc2cnc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1	CHEMBL1956998-ACTIVE
O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccc(F)cc2)nc1	CHEMBL1083787-ACTIVE
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)s1	CHEMBL550472-ACTIVE
CC1(C)[C@H]2CC[C@]1(C)CN(CCN1CCN(c3cccc(Cl)c3)C1=O)C2	CHEMBL564930-ACTIVE
CC1(C)C[C@@H]2C[C@@](C)(CN2CCN2CCN(c3cccc(Cl)c3)C2=O)C1	CHEMBL563563-ACTIVE
O=C(O)C[C@H](CN1CC[C@@H](CCc2ccc3c(n2)NCCC3)C1)c1cccc(Br)c1	CHEMBL4242175-ACTIVE
Cc1ncoc1-c1nnc(SCCCN2CCC3(CCCc4ccc(Br)cc43)C2)n1C	CHEMBL1258381-ACTIVE
Cc1nc(C)c(-c2nnc(SCCCN3CCC4CC4(c4ccc(C(F)(F)F)cc4)CC3)n2C)o1	CHEMBL1257925-ACTIVE
COc1cc([C@]23CNC[C@H]2C3)ccc1NS(=O)(=O)c1ccc(C(C)C)cc1	CHEMBL1224699-ACTIVE
CCN1C[C@H]2C[C@@]2(c2ccc(NS(=O)(=O)c3ccc(C(C)C)cc3)cc2)C1	CHEMBL1224697-ACTIVE
CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(Cl)c1	CHEMBL488261-ACTIVE
C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)N(C)C)CC2)CCc2ccc(Cl)cc21	CHEMBL4799863-ACTIVE
Cc1cc(N[C@H](CCCCNCc2ccc(F)cc2)C(=O)NO)cc(C)c1F	CHEMBL1269994-ACTIVE
Cn1cc2c(OCC3CCN(CCN4CCOCC4)CC3)nc3ccccc3c2c1	CHEMBL2179676-ACTIVE
CN(C)CCOc1ccc(-c2cc(=O)c3c(O)cc(OCCCCCC(=O)NO)cc3o2)cc1	CHEMBL4798571-ACTIVE
CN1CCC(N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@H]2c2ccccc2)CC1	CHEMBL481959-ACTIVE
Cc1ccc(-c2c(C)c(CNC3CCCC3)nn2-c2ncc(Cl)cc2Cl)cn1	CHEMBL468307-ACTIVE
C[C@@H]1OCC2(CCN(c3nc4[nH]nc(-c5ccnc(Cl)c5Cl)c4c(=O)n3C)CC2)[C@@H]1N	CHEMBL4461938-ACTIVE
CNc1nc(Nc2ccc(-n3cnc(C)n3)c(OC)c2)nc2c1CC[C@H]2c1ccc(F)cc1	CHEMBL4209316-ACTIVE
C[C@H](NC(=O)c1c(CN2CCC(N3CCCCC3)CC2)c(-c2cccc(C(F)(F)F)c2)nc2ccccc12)c1ccccc1	CHEMBL4084542-ACTIVE
C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1	CHEMBL3913540-ACTIVE
COCC(=O)NC1CCN(c2nc(C)c3cc(NC(=O)/C=C/c4ccc(Cl)cc4)ccc3n2)CC1	CHEMBL2017760-ACTIVE
N#Cc1ccc(CNC(=O)N(c2cccc(F)c2)C2CCN(CCC3(c4cccc(F)c4)CCN(C(=O)c4c(F)cccc4F)CC3)CC2)cc1	CHEMBL1288673-ACTIVE
CCC(C)(C)Cc1c[nH]c(CCc2ccc(-c3ccccn3)cc2)n1	CHEMBL1091720-ACTIVE
CNCc1ccc(C(F)(F)F)cc1Oc1ccc(Cl)c(Cl)c1	CHEMBL488260-ACTIVE
FC(CCN1CCc2ccccc2CC1)Cc1ccccc1	CHEMBL4575948-ACTIVE
O[C@H]1CNCCC[C@@H]1n1c2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc21	CHEMBL4163616-ACTIVE
O=C(NCCCNc1nc2ccccc2[nH]1)c1cc(Cl)cc(Cl)c1	CHEMBL3581787-ACTIVE
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	CHEMBL54-ACTIVE
C/C(=N\NC(=N)N)c1ccc2c(c1)Cc1cc(/C(C)=N/NC(=N)N)ccc1-2	CHEMBL3944559-ACTIVE
COc1cc(/C=C/c2nc(NCc3ccccc3)c3c4c(sc3n2)CCC4)ccc1-n1cnc(C)c1	CHEMBL1642190-ACTIVE
CC1N(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(=O)NCc3ccccc3Cl)cc2C12CCNCC2	CHEMBL4740373-ACTIVE
Cc1cc2nc(CC3CCNCC3)n(Cc3ccc(Cl)cc3)c2cc1C	CHEMBL3696120-ACTIVE
Clc1ccc(Cn2c(/C=C/C3CCN(CC4CCCCC4)C3)nc3cc(Br)ccc32)cc1	CHEMBL3696117-ACTIVE
O=C1CCc2cc([C@@H](O)CN3CCC(O)(c4cccc(F)c4)CC3)ccc2N1	CHEMBL237793-ACTIVE
C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1	CHEMBL237336-ACTIVE
C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(=O)Nc4ccc(C(C)C)cc4)c3)c3c(N)ncnc32)C1	CHEMBL2179804-ACTIVE
Cc1cc(C#N)ccc1-c1ccnc(NCc2cc(-c3ccccn3)[nH]n2)c1	CHEMBL2147024-ACTIVE
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc(NC(=O)OC)c2)cc1	CHEMBL1946023-ACTIVE
CCOCCn1nc(CC)c2nc(N3CCC(C(=O)O)CC3)nc(Nc3cc(C)ccn3)c21	CHEMBL1094365-ACTIVE
COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC	CHEMBL17423-ACTIVE
Cc1c(-c2ccc(F)cc2F)noc1-c1ccc2c(c1)CN(C(C)C)C2=O	CHEMBL3398269-ACTIVE
O=C1CCC(c2ccc(Nc3ccncc3)cc2)=NN1	CHEMBL138093-ACTIVE
CC(C)(C)CCN1CCC(CNC(=O)Cc2ccc(C(C)(C)C)cc2)CC1	CHEMBL523508-ACTIVE
O=C(CC1CCN(Cc2ccc(-c3ccc(Cl)cc3)o2)CC1)NCC(O)C(F)(F)F	CHEMBL557306-ACTIVE
CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21	CHEMBL7463-ACTIVE
CNCCC(c1ccccc1)c1c[nH]c2ccccc12	CHEMBL487763-ACTIVE
C[C@H](NC(=O)c1ccc(Cl)cc1)c1ccc2c(c1)CCCN2C(=O)c1cccc(Cl)c1	CHEMBL4788204-ACTIVE
CC(C)(C)c1ccc(NC(=O)N2CCN(c3ncccc3Cl)CC2)cc1	CHEMBL441472-ACTIVE
c1cnc2c(N3CCN(CCCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1	CHEMBL3921827-ACTIVE
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]ccc23)c1	CHEMBL3787662-ACTIVE
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1-c1ccc(=O)[nH]c1	CHEMBL3775718-ACTIVE
CCc1nc2c(C)cc(C)nc2n1Cc1ccc(/C=C/CN2CCN(C(C)C)CC2)cc1	CHEMBL3675746-ACTIVE
Cc1cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)nc(C)c1-c1cnn(C)c1	CHEMBL3415594-ACTIVE
CN1Cc2cc(N3CCOCC3)ccc2[C@@H](c2ccc3sccc3c2)C1	CHEMBL3323181-ACTIVE
COc1cccc(COC(=O)c2c(-c3ccc(OC)c(OC)c3)csc2N)c1	CHEMBL2393431-ACTIVE
Cc1cc(N2CCC(N3CCCC3C)C2)ccc1NC(=O)c1ccccc1F	CHEMBL2391166-ACTIVE
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(C3CCCCC3)cc1)C(=O)N2c1cc(O)ncn1	CHEMBL2043327-ACTIVE
Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12	CHEMBL1980297-ACTIVE
CCCOc1sc(C(=O)N2CCC(c3cccc(CN)c3)CC2)c(C)c1Br	CHEMBL1951453-ACTIVE
O=S(=O)(c1cccc(F)c1)c1ccc2c3c(oc2c1)CNCC3	CHEMBL1935590-ACTIVE
O=C1OC2(CCN(c3nc4ccccc4[nH]3)CC2)CN1c1ccccc1	CHEMBL1290707-ACTIVE
CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c1ccc(-c2ccc(F)nc2)cc1	CHEMBL1289062-ACTIVE
Cc1ncoc1-c1nnc(SCCCN[C@@H]2CC3C[C@]3(c3ccc(C(F)(F)F)cc3F)C2)n1C	CHEMBL1258269-ACTIVE
CCN1CCN(c2cc3[nH]c(SC(C)(C)C)nc3cc2Cl)[C@H](C)C1	CHEMBL468504-ACTIVE
COc1cc(/C=C/c2nc3ccccc3c(=O)n2-c2ccccc2)ccc1-n1cnc(C)c1	CHEMBL1642185-ACTIVE
O=c1ccc(OCCCN2CCCCC2)nn1-c1ccc(F)c(Cl)c1	CHEMBL3806153-ACTIVE
O=C(c1ccccn1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(F)cc1)C2	CHEMBL3735376-ACTIVE
CCCOC(c1ccc2ccccc2c1)C1CNC1	CHEMBL2171416-ACTIVE
CCOC(=O)c1sc2nc(/C=C/c3ccc(-n4cnc(C)c4)c(OC)c3)nc(N)c2c1C	CHEMBL1642188-ACTIVE
Cc1cc(F)ccc1C1CCN(CC2Cc3c(Cl)ccc(O)c3CN2)CC1	CHEMBL3785952-ACTIVE
CCCCCCCN(CC)CC#CCOC(c1ccccc1)c1ccccc1	CHEMBL3093987-ACTIVE
Cc1ccc(OCCCc2cccc(CCCOc3ccc(C)cc3)[n+]2C)cc1	CHEMBL2325205-ACTIVE
CCOc1cc(CN2CCC3(CC2)CC(Cc2ccc(F)cc2)C(=O)O3)cc(OCC)c1-c1ccc(F)cc1	CHEMBL4292255-ACTIVE
Cc1ccc(-c2nc(C)c(Cl)c(OCCCN3CCCCC3)n2)cc1	CHEMBL3359234-ACTIVE
Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccc(C)o3)n2)n1	CHEMBL270467-ACTIVE
Oc1cccc2c1CNC(CN1CCC3(CCc4ccccc43)CC1)C2	CHEMBL3785718-ACTIVE
C[C@@H](O)CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nn2)CC1	CHEMBL3237713-ACTIVE
COc1ccccc1CN1CCC(C#N)(CNC(=O)c2cc(CC(C)C)n(-c3ccccc3)n2)CC1	CHEMBL1836255-ACTIVE
CC(c1ccccc1Oc1ccc(Cl)c(Cl)c1)N(C)C	CHEMBL487053-ACTIVE
COc1ccc(C(NC(=O)c2cnc(-n3cccn3)nc2O)c2ccc(OC)cc2)cc1	CHEMBL4785918-ACTIVE
