COc(cc(cc1)Cl)c1Oc(ccc(Cl)c1)c1Cl	nonbinder1-inactive
CC(C)n1c(cccc2)c2c(-c(cc2)ccc2F)c1/C=C/C(CC(CC(O)=O)O)O	nonbinder2485-inactive
CCOC(CC(c1ccccc1)=O)=O	nonbinder2486-inactive
CCN(CC)CCOC(c(cc1)ccc1OCC)=O	nonbinder2487-inactive
S=C(N1CCCCC1)SSC(N1CCCCC1)=S	nonbinder2488-inactive
O=C(/C=C/C=C/c(cc1)cc2c1OCO2)N1CCCCC1	nonbinder2490-inactive
CCOc(cccc1)c1O	nonbinder2491-inactive
Cc(cc(cc1)Cl)c1OCCCC(O)=O	nonbinder2492-inactive
CC(C/N=C/c(cccc1)c1O)/N=C/c(cccc1)c1O	nonbinder2493-inactive
CCCC(C(CC)CO)O	nonbinder2494-inactive
COCCOCC(OC)OC	nonbinder2495-inactive
CN(c(cc1)ccc1[N+]([O-])=O)N=O	nonbinder2496-inactive
CC(C1CC1)C(Cn1ncnc1)(c(cc1)ccc1Cl)O	nonbinder2497-inactive
CCOP(CC)(Sc1ccccc1)=S	nonbinder2498-inactive
CC(C)(C(C1N(CCC2)C2=O)O)Oc(cc2)c1cc2C#N	nonbinder2499-inactive
CCOP(N=C1SCCS1)(OCC)=O	nonbinder2500-inactive
OC1(CCCCC1)C(c1ccccc1)=O	nonbinder2501-inactive
COc(cc1)ccc1C(N1CCN(CC(N2CCOCC2)=O)CC1)=O	nonbinder2502-inactive
CC(C)(C)NSc1nc(cccc2)c2s1	nonbinder2503-inactive
C(COCC1)N1SSc1nc(cccc2)c2s1	nonbinder2504-inactive
CCOC(C(OCC)=O)=O	nonbinder2505-inactive
Oc(c(Cl)c1)cc(Cl)c1Cl	nonbinder2506-inactive
CC(C(OC1C)=O)OC1=O	nonbinder2507-inactive
COC(S1)=NN(CSP(OC)(OC)=S)C1=O	nonbinder2508-inactive
O=C(c1nccnc1)NCN1CCOCC1	nonbinder2509-inactive
OC(C(c1c2cccc1)=O)=C(C(CC1)CCC1c(cc1)ccc1Cl)C2=O	nonbinder2510-inactive
CCOC(C(CC(C1=C(C2CC2)O)=O)CC1=O)=O	nonbinder2511-inactive
Cc1cccc(C)c1NC(CN1CCN(CC(COc(cccc2)c2OC)O)CC1)=O	nonbinder2513-inactive
CC1OC1C1CC2OC2(C)CC1	nonbinder2514-inactive
CC(C)N(CCO)C(C)C	nonbinder2515-inactive
OCC(C(C(C(C(O)=O)O)O)OC(C(C1O)O)OC(CO)C1O)O	nonbinder2516-inactive
CCC(Cc(c(I)c(c(I)c1)N)c1I)C(O)=O	nonbinder2517-inactive
Nc1cc([N+]([O-])=O)cc([N+]([O-])=O)c1O	nonbinder2518-inactive
[O-][N+](c1ccc(C=NNC(c(cc2)ccc2O)=O)o1)=O	nonbinder2519-inactive
CCOC(CC(c(cc(c(Cl)n1)F)c1Cl)=O)=O	nonbinder2520-inactive
Cc(cc(cc1)Br)c1NC(CCl)=O	nonbinder2521-inactive
CN(C(CCC1(C2)OCCC1)C2N1CCCC1)C(Cc1ccccc1)=O	nonbinder2522-inactive
CCCCCCCCCCCC(CC(C1CCCCCC)OC1=O)OC(C(CC(C)C)NC=O)=O	nonbinder2523-inactive
COC(C(C1O)O)OC(CO)C1O	nonbinder2524-inactive
Cc(cccc1)c1NC(Nc1c(C)cccc1)=N	nonbinder2525-inactive
CC(C(C1)CC=C(C)C1OC(C)=O)=C	nonbinder2526-inactive
COc(cc(cc1)[N+]([O-])=O)c1N	nonbinder2528-inactive
Cc(cccc1)c1N=Nc(cc1)cc(C)c1N	nonbinder2529-inactive
NC(NC(C(N1)=O)NC1=O)=O	nonbinder2530-inactive
CC(C)C(OC(C(C)C)=O)=O	nonbinder2531-inactive
CCN(CC)C(SSC(N(CC)CC)=S)=S	nonbinder2532-inactive
CC(C)COC(C(C)C)=O	nonbinder2533-inactive
CCCCOC(C(C)=C)=O	nonbinder2534-inactive
CC1(C)OC2C3OC(C)(C)OC3(COS(N)(=O)=O)OCC2O1	nonbinder2535-inactive
CC(COc1ccc(CC(C(N2)=O)SC2=O)cc1)(CC1)Oc(c(C)c2C)c1c(C)c2O	nonbinder2536-inactive
CCCN(CCC1)C(C2)C1Cc1c2cnc(N)n1	nonbinder2537-inactive
CC1(CC2)C(C(C)=O)=CCC1C1C2C(C)(CCC(C2)OC(C)=O)C2=CC1	nonbinder2538-inactive
O=S(c1ccccc1)(Cl)=O	nonbinder2539-inactive
FC(c1cccc(Cl)c1)(F)F	nonbinder2540-inactive
CC(C)(C)c(cc1)cc(O)c1O	nonbinder2541-inactive
Nc(cc(cc1)S(O)(=O)=O)c1O	nonbinder2542-inactive
Nc(cc(cc1)S(O)(=O)=O)c1S(O)(=O)=O	nonbinder2543-inactive
CC(C)(C)c1ccc(C)cc1	nonbinder2545-inactive
CC(C)(C)C(CC1)CCC1=O	nonbinder2546-inactive
CC(C)(C)c(cc1)ccc1C(O)=O	nonbinder2548-inactive
CC(C)(C)NC(C(CC1)C(C)(CC2)C1C(CCC1N3)C2C1(C)C=CC3=O)=O	nonbinder2549-inactive
Clc1nc(SC2CCNCC2)ccc1	nonbinder2550-inactive
CC1N(C(C(Cl)Cl)=O)c(cccc2)c2OC1	nonbinder2551-inactive
CCC(C)SP(N(CCS1)C1=O)(OCC)=O	nonbinder2552-inactive
Oc1cc(OC(C(C2)OC(c(cc3O)cc(O)c3O)=O)c(cc3O)cc(O)c3O)c2c(O)c1	nonbinder2553-inactive
CN(C)c1cccc(O)c1	nonbinder2554-inactive
Cc1cccc([N+]([O-])=O)c1	nonbinder2555-inactive
Cc1cc([N+]([O-])=O)cc(C)c1	nonbinder2556-inactive
Nc(c(Cl)cc([N+]([O-])=O)c1)c1Cl	nonbinder2557-inactive
CC(C(C1)CC=C(C)C1O)=C	nonbinder2558-inactive
CCCC(CCC)C(O)=O	nonbinder2559-inactive
CC(C)C1=CCC(C)=CC1	nonbinder2560-inactive
CC(C)C1=CC=C(C)CC1	nonbinder2561-inactive
CC(C)c1ccc(C)cc1	nonbinder2562-inactive
Cc(cc1)ccc1C(O)=O	nonbinder2563-inactive
CC(C)Cn1c(c2ccccc2nc2N)c2nc1	nonbinder2565-inactive
COC(C1OCC(CSc2nnnn2CCO)=C(C(O)=O)N11)(C1=O)NC(CSC(F)F)=O	nonbinder2567-inactive
C=CCOC(/C=C/C(OCC=C)=O)=O	nonbinder2568-inactive
CC(c1nc(N(C(C)C2)C(C)CN2c2nc(C)nc(C)n2)ccn1)O	nonbinder2569-inactive
Cc1noc(COc(cc2)c(CNc3ncnc4c3ncn4C(C(C3N)O)OC3C(NC)=O)cc2Cl)c1	nonbinder2570-inactive
CC(C)(c1nc2ncc(-c(cc3)cc(-c(c(C#N)ccc4)c4F)c3F)n2nc1)O	nonbinder2571-inactive
Cc1ncc(C(CCCCCCc2nc(NCCC3)c3cc2)CC(O)=O)cn1	nonbinder2572-inactive
FC(COC(CC1)CCC1NC(NC=N1)=C2C1=NN=C2)c(cccc1)c1F	nonbinder2573-inactive
N#CC(CC(C1)(F)F)N1C(CNC(CC1CC2)CC2N1c1ncccn1)=O	nonbinder2574-inactive
O=C(c1cc(cc(cc2)F)c2n1Cc1cccc(F)c1)Nc(cc1)cc2c1[nH]cc2	nonbinder2575-inactive
CC(N(C1C2)C1C1(OC(C)=O)ON2c2cc(C=O)cc(OC)c2C1COC(N)=O)=O	nonbinder2576-inactive
CCCN(C(CC1)CCN1C(C1CCNCC1)=O)C(CC1)Cc2c1ccc(OC)c2	nonbinder2577-inactive
O=C(c(ccc(F)c1)c1Br)NS(/C=C/c1cccs1)(=O)=O	nonbinder2578-inactive
CC(NC(C=CN1C2OC(COC(c3ccccc3)=O)OC2)=NC1=O)=O	nonbinder2579-inactive
CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cccc(C(F)(F)F)c3)C2=O)[C@H](CS(=O)(=O)c2ccccc2)C1	CHEMBL1091605-inactive
CS(=O)(=O)c1cc(CNC(=O)c2cncc3c2cnn3-c2ccc(F)cc2)ccn1	CHEMBL4441094-inactive
CC(C)(C)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(/C=C/C(=O)NO)cc2F)C1	CHEMBL1093053-inactive
CC(C)Oc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O	CHEMBL4092338-inactive
CC(C)n1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cc1C#N	CHEMBL4208062-inactive
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)C[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@H](OCC(=O)NC)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL1778052-inactive
CN(C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccccn3)cc1)C2	CHEMBL267320-inactive
CN1C(=O)CC[C@H]1CN(Cc1ccc(Cl)cc1)S(=O)(=O)c1cccc(C#N)c1	CHEMBL3127404-inactive
CNC(=O)c1ccc(-c2cc(Cl)cc(Cl)c2Cl)c(N)n1	CHEMBL3589894-inactive
COC(=O)c1cnc(Nc2cnc(C#N)c(O[C@@H]3CCNC3)n2)cc1N(C)C	CHEMBL2204583-inactive
Cc1cc(C#N)ccc1-c1ccnc(NCc2n[nH]c(-c3ccccc3)c2Cl)c1	CHEMBL2147023-inactive
Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2cc(F)ccc2C#N)n(C)c1=O	CHEMBL1819090-inactive
Cn1cc(Cl)c(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)n1	CHEMBL1214946-inactive
FC(F)(F)c1cccc(Nc2cc3[nH]c(Nc4ccc(N5CCNCC5)cn4)nc3cn2)c1	CHEMBL4471705-inactive
O=C(NCC(=O)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4cccnc4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1	CHEMBL2029418-inactive
[2H]C([2H])([2H])Oc1cc(C(O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ncc1C#N	CHEMBL3612928-inactive
c1ccc(-c2nnc(CN3CCN(Cc4nc5ccccc5s4)CC3)o2)cc1	CHEMBL2069925-inactive
c1cnc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1	CHEMBL1830711-inactive
C[C@]12CC[C@@H](O)C[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1	CHEMBL4125756-inactive
CS(=O)(=O)N1CCN(Cc2nc3c(N4CCOCC4)nc(-c4cnc(N)nc4)cn3n2)CC1	CHEMBL4217392-inactive
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1F	CHEMBL2425070-inactive
CC(C)C(N1CCOCC1)C(O)(c1ccccc1)c1ccccc1	CHEMBL1090793-inactive
COc1cc(N2C(=O)N(c3ccc(-c4ccccc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3C(=O)O)ncn1	CHEMBL2043010-inactive
NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc2cc[nH]c12	CHEMBL3416028-inactive
COc1cc(-c2cn(C3CC(C(F)(F)F)CCNC3=O)nn2)ccc1-n1cnc(C)c1	CHEMBL2017570-inactive
COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1nc(-c2ccc(-c3ccc(-c4ccc5[nH]c([C@@H]6C[C@H](C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)cc3)cc2)c[nH]1)C(C)C	CHEMBL3394868-inactive
O=C(CN1CCN(CCO)CC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)c2sc3ccccc3c12	CHEMBL2420310-inactive
Cc1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)co1	CHEMBL4108578-inactive
O=C(c1ccc(-c2cccs2)cc1)N1CCn2c(nnc2-c2csc(C(F)(F)F)n2)C1	CHEMBL3908229-inactive
CC(C)(C)c1[nH]c2ncccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1	CHEMBL1819267-inactive
CC(C)N(CCc1c(C(C)(C)O)[nH]c2ccccc12)Cc1ccc(/C=C/C(=O)NO)cc1	CHEMBL1819261-inactive
C[C@H]1Cc2c([nH]c3ccc(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12	CHEMBL1084349-inactive
Brc1ccc2[nH]c3c(c2c1)CCCC3Nc1ccccc1	CHEMBL551308-inactive
C/C(=N\Nc1ccc(F)cc1)c1ccc(-c2ccc(/C(C)=N/Nc3ccc(F)cc3)cc2)cc1	CHEMBL4550376-inactive
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	CHEMBL237500-inactive
CCC(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1	CHEMBL2170609-inactive
COc1ncc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C(C)=O)CC5)c4)c3c2)cc1C#N	CHEMBL3977066-inactive
CC(=O)N1CCN(CCC[C@@]2(c3ccccc3)CC(c3cc(F)ccc3F)=NN2C(C)=O)CC1	CHEMBL239414-inactive
OC(c1cccnc1-c1cc(Cl)cc(Cl)c1)C(c1cccnc1)c1ccccn1	CHEMBL4074029-inactive
CC(=O)NC(c1ccccc1-c1cc(Cl)cc(Cl)c1)C(c1cccnc1)c1cccnc1	CHEMBL4081003-inactive
OC(Cc1cccnc1-c1cc(Cl)cc(Cl)c1)(c1cccnc1)c1cccnc1	CHEMBL4094177-inactive
CC(=O)NC[C@@H]1OC(=O)N2c3cc(F)c(N4CC[S+]([O-])CC4)cc3OC[C@@H]12	CHEMBL4788708-inactive
CC(=O)NC[C@@H]1OC(=O)N2c3cc(F)c(C4=CCN(C(=O)CO)CC4)cc3OC[C@@H]12	CHEMBL4079081-inactive
CC(C)(C)C(=O)N1Cc2ccc(/C=C/C(=O)NO)cc2C1	CHEMBL1808618-inactive
O=C(/C=C/c1ccc2c(c1)CN(C(=O)C1CCCC1)C2)NO	CHEMBL1808620-inactive
CC(C)(C)OC(=O)n1c2c(c3ccccc31)C[C@H]1C(=O)N3C[C@@H](CC(=O)O)C[C@H]3[C@@H]2N1C(=O)CC1CCC(F)(F)CC1	CHEMBL4588734-inactive
CC(C)(C)S(=O)(=O)c1cc2c(Nc3ccc4scnc4c3)ncnc2cc1OCCO	CHEMBL4514780-inactive
CC(C)(C)[C@@H](CO)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21	CHEMBL4175981-inactive
CCOc1ccc2cc(-c3nn(C(C)(C)CO)c(N)c3C(N)=O)ccc2n1	CHEMBL4787093-inactive
CC(CCO)n1nc(-c2ccc3nc(OC4CC4)ccc3c2)c(C(N)=O)c1N	CHEMBL4756763-inactive
CCOc1ccc2cc(-c3nn(CC(C)(C)CO)c(N)c3C(N)=O)cnc2c1	CHEMBL3770743-inactive
CC(C)(CO)NC(=O)c1nn(-c2ccc(F)cc2F)c2c1C[C@H]1C[C@@H]21	CHEMBL3354952-inactive
CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cn3)c2)c2cnc(N)nc21	CHEMBL4212531-inactive
CC(C)(NC(=O)c1nn(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2)c1CO)c1noc(C(F)(F)F)n1	CHEMBL1814331-inactive
CC(C)(O)[C@H]1CC[C@H](Nc2ccc3ncc(-c4cccc(C(F)(F)F)c4)n3n2)CC1	CHEMBL3975308-inactive
O[C@H]1CC[C@H](Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1	CHEMBL3355550-inactive
CO[C@H]1CC[C@H](Nc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1	CHEMBL3355988-inactive
CC(C)CCNC1=CC(=O)c2ccccc2C1=O	CHEMBL4642567-inactive
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1	CHEMBL3775378-inactive
COCCn1cc(-c2ccncc2)c2ccncc21	CHEMBL4091320-inactive
c1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1	CHEMBL4640598-inactive
CC(C)N1CCN(C(=O)c2ccc(CN3CCCCC3)cc2)CC1	CHEMBL1783889-inactive
CC(C)N1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(C5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1	CHEMBL1091356-inactive
CN(C)CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(O)cc2)cc1	CHEMBL201013-inactive
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21	CHEMBL589766-inactive
CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](F)(Br)[C@H]1O)Oc1ccccc1	CHEMBL4469773-inactive
CC(C)Oc1cc(-c2cncc(-c3cnn(C4COC4)c3)c2)ccc1C(N)=O	CHEMBL4587832-inactive
Cc1n[nH]c(C)c1-c1cncc(-c2ccc(C(N)=O)c(OC(C)C)c2)c1	CHEMBL4442209-inactive
COc1cccc(/C=C2\SC(=O)NC2=O)c1N1CCC[C@@H](N)C1	CHEMBL2048868-inactive
N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccccc2)C1	CHEMBL2048872-inactive
CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NC[C@H]4CC[C@@H](c5ccc(C(F)(F)F)cc5)CC4)cc3)oc12	CHEMBL1771125-inactive
C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1	CHEMBL3358006-inactive
CC(Sc1nc2ncccc2n1-c1ccc(C2CC2)c2ccccc12)C(=O)O	CHEMBL4759016-inactive
CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1cc2ccccc2[nH]1)c1ccc(Cl)cc1C(F)(F)F	CHEMBL4779838-inactive
CC1(C(F)F)NCCc2c1oc1cc(S(=O)(=O)c3cccc(F)c3)ccc21	CHEMBL1935597-inactive
CC1(C)C(=O)Nc2nc(-n3nc(CCC(F)(F)F)c4cc(Cl)ccc43)nc(N)c21	CHEMBL4758823-inactive
CC1(C)CC(Nc2ccc(-c3cccc4ccccc34)nn2)CC(C)(C)N1	CHEMBL4277857-inactive
CC1(C)CC(Oc2ccc(-c3ccc(-n4cccn4)cc3O)nn2)CC(C)(C)N1CC(F)(F)F	CHEMBL4287358-inactive
Oc1cc(-n2cccn2)ccc1-c1ccc(OC2CCNCC2(F)F)nn1	CHEMBL4278935-inactive
CC1(C)C[C@@H](NC(=O)c2ccccc2N)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1	CHEMBL1094840-inactive
CC1(C)Cc2c(sc(NC(=O)Nc3ccc(Cl)cc3)c2C(N)=O)C(C)(C)N1	CHEMBL4072149-inactive
CC1(C)NC(=O)Cn2c1nc(-c1ccc(F)cc1)c2Nc1ccc(F)c(Cl)c1	CHEMBL2058843-inactive
CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)c(F)c3)n2CCN1C(=O)CN	CHEMBL2057225-inactive
CC1(c2cc(NC(=O)c3ccn4cc(Oc5ncnc6c5CNC6)ccc34)n[nH]2)CC1	CHEMBL3809144-inactive
CC1(c2cc(NC(=O)n3ccc4cc(Oc5ncnc6c5CCNC6)ccc43)n[nH]2)CC1	CHEMBL3746562-inactive
CC12CCC(C(NC(=O)[C@@H](CC3CCCCC3)NC(=O)N[C@@H](CCCCN)C(=O)O)C1)C2(C)C	CHEMBL3577447-inactive
CCC(=O)N[C@H]1CC[C@H](CN(C)c2ccc(N3C(=O)Cc4cc(OC)c(O[C@H](C)CC)cc4[C@@H]3c3ccc(Cl)cc3)cc2)CC1	CHEMBL3601324-inactive
O=C(/C=C/c1ccc2c(c1)CN(S(=O)(=O)c1ccccc1)C2)NO	CHEMBL1808630-inactive
CS(=O)(=O)N1Cc2ccc(/C=C/C(=O)NO)cc2C1	CHEMBL1808626-inactive
Cn1cnc(S(=O)(=O)N2Cc3ccc(/C=C/C(=O)NO)cc3C2)c1	CHEMBL1808634-inactive
O=C(/C=C/c1ccc2c(c1)CN(S(=O)(=O)c1cccs1)C2)NO	CHEMBL1808631-inactive
CCOc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2cccc(OC)c2F)cc(OC)n1	CHEMBL4641813-inactive
CCOc1cc([C@H](c2cc3cc(C#N)ccc3nc2OC)[C@@](O)(CCN(C)C)c2cc(OC)nc(OC)c2)cc(OC(C)C)n1	CHEMBL4551182-inactive
CCN(C)C(=O)Oc1cc(C(C)N(C)C)cc2cccnc12	CHEMBL4571835-inactive
CCN(C)C1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1	CHEMBL4483089-inactive
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C(=O)Nc2ccccc2)C1	CHEMBL584554-inactive
CN(C)CCn1cc2c3c(cccc31)C1=C[C@@H](C(=O)N3CCCC3)CN(C(=O)Nc3ccccc3)[C@@H]1C2	CHEMBL1809039-inactive
CCN(CC)[C@@H](C)CNC(=O)c1cc(-c2cnn3ccc(-c4cccs4)nc23)nc(N2CC(O)C2)c1	CHEMBL4210359-inactive
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1	CHEMBL1916700-inactive
CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1	CHEMBL4636064-inactive
C[C@H]1CN(C(=O)Nc2cc(-c3cn([C@H]4CC[C@@](C)(O)CC4)c4cnccc34)ccn2)C[C@@H](C)O1	CHEMBL4640031-inactive
CCNC1=N[C@@H]2C[C@H](O)[C@@H](CO)O[C@@H]2S1	CHEMBL4107048-inactive
CCNC1=N[C@@H]2[C@@H](O)C[C@@H](CO)O[C@@H]2S1	CHEMBL4520749-inactive
CCNC1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1	CHEMBL1213603-inactive
CCNC1=N[C@H]2[C@H](O[C@H](CO)C(F)[C@@H]2O)S1	CHEMBL4554360-inactive
CCOC(=O)C1=C(CN2CCO[C@H](C)[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br	CHEMBL4094822-inactive
CCOC(=O)C1=C(CN2CCOC[C@@H]2C(=O)O)NC(c2nccs2)=N[C@@H]1c1ccc(Cl)cc1Cl	CHEMBL4061904-inactive
CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Cl	CHEMBL4091444-inactive
CCOC(=O)N1CC/C(=C\C#Cc2cccc(C)n2)C1	CHEMBL4551786-inactive
CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OC)c(C(C)C)cn2)C2CC2)C1	CHEMBL3318943-inactive
CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc3c(cc2F)OC(C)(C)C(=O)N3CCCOC)C2CC2)C1	CHEMBL3318940-inactive
COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1	CHEMBL1683036-inactive
CCOc1cc2nccc(Nc3n[nH]c(C)c3C)c2cc1S(=O)(=O)C(C)(C)C	CHEMBL4282034-inactive
CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1	CHEMBL3358954-inactive
CCSc1cc([C@](O)(CCN(C)C)[C@H](c2ccccc2)c2cc3cc(Br)ccc3nc2OC)cc(SCC)n1	CHEMBL4634386-inactive
CC[C@@]1(O)[C@@H](C)C[C@@H](c2ccncc2NC(=O)c2nc(-c3ncccc3F)ccc2N)C[C@H]1O	CHEMBL4742957-inactive
CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O	CHEMBL1738797-inactive
CCc1nn2c(C)cc(C)nc2c1Cc1ccc(/C=C/CN2CCNC(=O)C2)cc1	CHEMBL4210921-inactive
CCc1nn2c(C)cc(C)nc2c1Cc1ccc(-c2nnc(N3CCNCC3)o2)cc1	CHEMBL4204864-inactive
CCn1c(-c2cnc(C)nc2)nc2c(-c3cnc4c(c3)[C@](C)(NCC(C)(C)F)C(=O)N4)ncnc21	CHEMBL4750385-inactive
Cn1c(=O)[nH]c2nc(-n3nc(Cc4ccccc4F)c4ccccc43)nc(N)c21	CHEMBL4761586-inactive
CCn1c(=O)c(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc2nnc(-c3c(F)cccc3Cl)n21	CHEMBL1945726-inactive
CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21	CHEMBL4545044-inactive
CCn1nc(C(C)(C)C)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(F)c2)cs1	CHEMBL4438330-inactive
CCn1nnc2c(C)c([C@@H](CC(=O)O)c3ccc4c(c3)CN(C(=O)c3c(C)c(C)cc(C)c3C)CC4)ccc21	CHEMBL4643134-inactive
CN(C)C(=O)c1cccc(-c2ccccc2CC(c2cccnc2)c2cccnc2)c1	CHEMBL4100226-inactive
CN(C)C(=O)c1cccc(-c2ncccc2CC(c2ccnc(N)n2)c2cccnc2F)c1	CHEMBL4080956-inactive
COCCOc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N	CHEMBL3973674-inactive
CN(C)CC1(O)CCN(c2cc(NC(=O)N3CCCc4cc(CO)c(C=O)nc43)ncc2C#N)CC1	CHEMBL3905155-inactive
CN(O)C(=O)c1cc2c(CN3CCC[C@H]3C(N)=O)cn(Cc3ccc(F)cc3)c2cn1	CHEMBL1289313-inactive
Clc1ccccc1-c1ncccc1CC(c1cccnc1)c1cccnc1	CHEMBL4085436-inactive
CN(c1cccnc1)c1ncccc1CC(c1cccnc1)c1cccnc1	CHEMBL4080304-inactive
OC(c1cccnc1-c1cccc(Cl)c1)C(c1cccnc1)c1cccnc1	CHEMBL4089812-inactive
CN1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)[C@@H]1c1ccc(C#N)cc1[S+](C)[O-]	CHEMBL3978111-inactive
CN1C(=O)N(c2ccnc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1S(C)(=O)=O	CHEMBL3945540-inactive
CN1CCN(CC2CCN(c3nccc4[nH]c(-c5cc(F)cc(F)c5)nc34)CC2)CC1	CHEMBL4793720-inactive
CN1CCN(CCCOc2cccc(CC(=O)Nc3nc(-c4c[nH]c5ncccc45)cs3)c2)CC1	CHEMBL4248525-inactive
CN1CCN(c2cc(CN(C)[C@H]3CCCc4cccnc43)ncn2)CC1	CHEMBL4203703-inactive
CNC(=O)CCCCC[C@H](NC(=O)c1cncs1)c1ncc(-c2ccc(-c3ccn[nH]3)cc2)[nH]1	CHEMBL3808866-inactive
